Time_s_,Eng_Spd_CAN_rpm_,Eng_Torq_CAN_Nm_,Eng_FuelFlow_Direct_cc_s_,Eng_FuelTemp_Direct_C_,Eng_Clnt_Temp_CAN_C_,Eng_Oil_Dipstick_Temp_C_,Batt_Volt_CAN_V_,Batt_Current_CAN_A_,Brake_Press_CAN_kPa_,Pedal_Accel_Pos_CAN___,Vehicle_Speed_CAN_mph_,Trans_Gear_Act_CAN__
-10,942.5,10.13,0,23.1,84,81.406,110.125,6,12975,0,0,13
-9.9,948,9.145,0,23.1,84,81.433,110.125,6.15,12975,0,0,13
-9.8,948,7.667,0,23.1,84,81.441,110.125,6,12975,0,0,13
-9.7,927.5,9.145,0,23.1,84,81.464,110.125,6.75,13050,0,0,13
-9.6,919.25,9.637,0,23.1,84,81.479,110.25,7.05,13050,0,0,13
-9.5,909.25,9.637,0,23.1,84,81.504,110.125,7.05,13050,0,0,13
-9.4,899,9.637,0,23.1,84,81.527,110.25,7.35,13050,0,0,13
-9.3,895.25,9.145,0,23.1,84,81.52,110.25,7.35,13050,0,0,13
-9.2,886.5,9.637,0,23.1,84,81.567,110.25,7.5,13050,0,0,13
-9.1,877.25,9.145,0.304,23.1,84,81.58,110.25,7.8,13125,0,0,13
-9,872.5,11.607,0.304,23.1,84,81.599,110.25,7.5,13200,0,0,13
-8.9,872.25,8.652,0.304,23.1,84,81.599,110.25,7.2,13275,0,0,13
-8.8,854.5,11.115,0.304,23.1,84,81.621,110.25,7.2,13275,0,0,13
-8.7,860.75,10.622,0.304,23.1,84,81.642,110.25,8.25,13275,0,0,13
-8.6,853.25,8.652,0.304,23.1,84,81.664,110.375,8.4,13350,0,0,13
-8.5,840.5,11.607,0.304,23.1,84,81.673,110.375,9,13425,0,0,13
-8.4,836.5,11.115,0.304,23.1,84,81.673,110.375,8.4,13425,0,0,13
-8.3,839.25,9.145,0.304,23.1,85,81.683,110.25,7.2,13350,0,0,13
-8.2,840.75,5.697,0.33,23.1,85,81.703,110.25,8.1,13350,0,0,13
-8.1,816,8.16,0.33,23.1,85,81.719,110.375,8.7,13350,0,0,13
-8,826.25,8.652,0.33,23.1,85,81.719,110.375,9,13350,0,0,13
-7.9,827.25,6.19,0.33,23.1,85,81.752,110.25,7.5,13350,0,0,13
-7.8,805.75,9.145,0.33,23.1,85,81.768,110.25,7.8,13350,0,0,13
-7.7,830.5,9.145,0.33,23.1,85,81.774,110.375,8.55,13350,0,0,13
-7.6,818.75,5.205,0.33,23.1,85,81.778,110.375,8.4,13350,0,0,13
-7.5,804,8.653,0.33,23.1,85,81.789,110.25,7.65,13350,0,0,13
-7.4,809,9.145,0.33,23.1,85,81.793,110.375,8.25,13350,0,0,13
-7.3,815.5,6.682,0.33,23.1,85,81.828,110.25,7.8,13350,0,0,13
-7.2,800.25,9.637,0.34,23.1,85,81.832,110.25,7.5,13350,0,0,13
-7.1,804,9.145,0.34,23.1,85,81.833,110.375,8.25,13350,0,0,1
-7,782,5.205,0.34,23.1,85,81.847,110.375,7.8,13350,0,0,1
-6.9,768.75,13.577,0.34,23.1,85,81.871,110.125,5.25,13350,0,0,1
-6.8,839.75,16.532,0.34,23.1,85,81.879,110.375,7.2,13350,0,0,1
-6.7,843,12.1,0.34,23.1,85,81.891,110.375,7.8,13350,0,0,1
-6.6,840.25,12.592,0.34,23.1,85,81.884,110.25,7.35,13350,0,0,1
-6.5,840.75,11.115,0.34,23.1,85,81.91,110.25,7.05,13350,0,0,1
-6.4,791,12.592,0.34,23.1,85,81.915,110.25,6,13350,0,0,1
-6.3,755.25,24.905,0.34,23.1,85,81.923,110.125,4.8,13350,0,0,1
-6.2,776.75,24.412,0.41,23.1,85,81.923,110.125,2.7,13350,0,0,1
-6.1,788.5,20.965,0.41,23.1,85,81.936,110.125,4.95,13350,0,0,1
-6,774,20.965,0.41,23.1,85,81.973,110.125,3.9,13350,0,0,1
-5.9,756,23.92,0.41,23.1,85,81.978,110.125,3.15,13350,0,0,1
-5.8,777,22.935,0.41,23.1,85,81.996,110.125,3.6,13350,0,0,1
-5.7,761,22.935,0.41,23.1,85,81.994,110,1.95,13425,0,0,1
-5.6,767.75,22.935,0.41,23.1,85,82.002,110,2.4,13575,0,0,1
-5.5,768.25,22.935,0.41,23.1,85,82.02,109.875,1.65,13650,0,0,1
-5.4,770.25,22.442,0.41,23.1,85,82.018,110,2.55,13800,0,0,1
-5.3,762.75,22.935,0.41,23.1,85,82.028,110,2.55,13950,0,0,1
-5.2,761.5,23.92,0.729,23.1,85,82.048,110,2.4,13875,0,0,1
-5.1,757,22.935,0.729,23.1,85,82.057,109.875,1.8,13875,0,0,1
-5,737,23.92,0.729,23.1,85,82.066,110,2.4,13875,0,0,1
-4.9,756.25,23.427,0.729,23.1,85,82.067,109.875,1.35,13875,0,0,1
-4.8,753.25,22.935,0.729,23.1,85,82.089,110,2.25,13875,0,0,1
-4.7,745.5,23.92,0.729,23.1,85,82.096,110,1.95,13875,0,0,1
-4.6,742.75,24.412,0.729,23.1,85,82.101,110,2.25,13875,0,0,1
-4.5,741,23.92,0.729,23.1,85,82.119,109.875,1.35,13875,0,0,1
-4.4,750,23.92,0.729,23.1,85,82.124,110,2.1,13875,0,0,1
-4.3,733.5,23.427,0.729,23.1,86,82.134,109.875,1.2,13875,0,0,1
-4.2,729,25.397,0.47,23.1,86,82.15,109.875,1.95,13875,0,0,1
-4.1,753.75,23.92,0.47,23.1,86,82.158,109.875,0.9,13800,0,0,1
-4,722.75,23.428,0.47,23.1,86,82.164,109.875,1.65,13800,0,0,1
-3.9,714.75,23.92,0.47,23.1,86,82.166,109.875,1.2,13800,0,0,1
-3.8,735,25.397,0.47,23.1,86,82.201,110,2.25,13800,0,0,1
-3.7,734,24.412,0.47,23.1,86,82.188,110,1.95,13800,0,0,1
-3.6,709.5,25.89,0.47,23.1,86,82.219,109.875,1.2,13800,0,0,1
-3.5,722,26.382,0.47,23.1,86,82.203,110,1.95,13800,0,0,1
-3.4,748,24.905,0.47,23.1,86,82.218,109.875,0.6,13800,0,0,1
-3.3,717.25,25.89,0.418,23.1,86,82.241,109.875,1.5,13800,0,0,1
-3.2,724.25,26.875,0.418,23.1,86,82.236,109.875,1.2,13800,0,0,1
-3.1,757.75,24.412,0.418,23.1,86,82.257,109.875,1.35,13800,0,0,1
-3,734,23.428,0.418,23.1,86,82.258,109.875,1.65,13800,0,0,1
-2.9,736,25.89,0.418,23.1,86,82.296,109.875,1.2,13800,0,0,1
-2.8,756.75,24.905,0.418,23.1,86,82.281,109.875,1.95,13800,0,0,1
-2.7,747.5,22.935,0.418,23.1,86,82.291,110,1.65,13800,0,0,1
-2.6,737.75,25.397,0.418,23.1,86,82.297,110,2.7,13800,0,0,1
-2.5,742,25.89,0.418,23.1,86,82.329,109.875,1.65,13800,0,0,1
-2.4,748,24.412,0.418,23.1,86,82.337,110,2.55,13800,0,0,1
-2.3,745,24.905,0.39,23.1,86,82.35,109.875,1.95,13800,0,0,1
-2.2,745.75,25.397,0.39,23.1,86,82.35,110,2.4,13800,0,0,1
-2.1,759.75,22.442,0.39,23.1,86,82.362,109.875,1.65,13800,0,0,1
-2,738.25,24.413,0.39,23.1,86,82.377,110,2.55,13800,0,0,1
-1.9,745.75,24.905,0.39,23.1,86,82.368,110,1.95,13800,0,0,1
-1.8,755,23.427,0.39,23.1,86,82.378,110.125,3.6,13800,0,0,1
-1.7,747.25,24.905,0.39,23.1,86,82.39,110,2.4,13800,0,0,1
-1.6,752.25,23.92,0.39,23.1,86,82.397,110.125,3.45,13800,0,0,1
-1.5,744,24.413,0.39,23.1,86,82.401,110.125,2.55,13800,0,0,1
-1.4,756.75,24.905,0.39,23.1,86,82.411,110.125,3.45,13800,0,0,1
-1.3,760.75,20.472,0.408,23.1,86,82.415,110,3,13800,0,0,1
-1.2,749.25,24.905,0.408,23.1,86,82.421,110.125,3.9,13800,0,0,1
-1.1,759.5,21.95,0.408,23.1,86,82.434,110,3.15,13800,0,0,1
-1,749,23.427,0.408,23.1,86,82.422,110.125,4.2,13800,0,0,1
-0.9,765.25,22.442,0.408,23.1,86,82.424,110.125,3.9,13725,0,0,1
-0.8,758,20.965,0.408,23.1,86,82.451,110.25,4.35,13725,0,0,1
-0.7,755.5,22.935,0.408,23.1,86,82.442,110.125,4.05,13725,0,0,1
-0.6,757.5,21.95,0.408,23.1,86,82.448,110.125,4.5,13725,0,0,1
-0.5,761.25,21.457,0.408,23.1,86,82.452,110.25,4.5,13650,0,0,1
-0.4,765,21.457,0.408,23.1,86,82.455,110.25,4.5,13575,0,0,1
-0.3,761.75,20.472,0.469,23.1,86,82.461,110.25,5.4,13350,0,0,1
-0.2,765,20.965,0.469,23.1,86,82.468,110.125,4.2,13275,0,0,1
-0.1,769,18.502,0.469,23.1,86,82.486,110.25,5.1,13200,0,0,1
0,763.417,19.487,0.469,23.1,86,82.483,110.167,4.5,12850,0,0,1
0.1,758.583,19.487,0.469,23.1,86,82.468,110.208,4.95,12800,0,0,1
0.2,753.75,19.487,0.469,23.1,86,82.488,110.25,5.4,12750,0,0,1
0.3,771,19.98,0.469,23.1,86,82.49,110.25,4.95,12600,0,0,1
0.4,766.5,17.025,0.469,23.1,86,82.491,110.25,5.85,12300,0,0,1
0.5,765.5,20.472,0.491,23.1,86,82.474,110.25,5.85,11775,0,0,1
0.6,776.25,17.517,0.491,23.1,87,82.474,110.25,5.7,11175,0,0,1
0.7,768.75,16.04,0.491,23.1,87,82.482,110.25,5.7,10500,0,0,1
0.8,765.25,18.502,0.491,23.1,87,82.469,110.25,4.5,9900,0,0,1
0.9,767.25,18.502,0.491,23.1,87,82.499,110.25,6.3,9375,0,0,1
1,767.75,17.517,0.491,23.1,87,82.495,110.25,5.25,8700,0,0,1
1.1,768.5,18.01,0.491,23.1,87,82.491,110.375,6.3,7950,0,0,1
1.2,767.25,18.01,0.491,23.1,87,82.496,110.375,6,6750,0,0,1
1.3,753.5,18.502,0.491,23.1,87,82.508,110.25,6,5400,0,0,1
1.4,766.75,21.457,0.491,23.1,87,82.517,110.375,6.3,5400,0,0,1
1.5,777.75,15.547,0.491,23.1,87,82.491,110.375,5.85,5400,0,0,1
1.6,746.5,17.025,0.542,23.1,87,82.488,110.375,6.15,5400,0,0,1
1.7,745.25,22.442,0.542,23.1,87,82.5,110.25,4.95,5400,0.394,0,1
1.8,779.75,26.875,0.542,23.1,87,82.513,110.375,5.55,5400,5.905,0,1
1.9,827.25,38.202,0.542,23.1,87,82.494,110.25,5.25,5400,8.268,0.621,1
2,869,37.71,0.542,23.1,87,82.502,110.375,6,5400,8.661,0.621,1
2.1,892,38.202,0.542,23.1,87,82.494,110.375,6.9,5400,8.661,1.242,1
2.2,903.5,37.71,0.542,23.1,87,82.515,110.375,6.15,5400,8.661,1.242,1
2.3,907.5,38.695,0.542,23.1,87,82.482,110.375,6.45,5400,8.661,1.242,1
2.4,906.5,46.082,0.542,23.1,87,82.492,110.375,6,5400,10.63,1.242,1
2.5,918.75,64.305,0.726,23.1,87,82.494,110.375,6,5400,13.78,1.862,1
2.6,989.75,65.29,0.726,23.1,87,82.499,110.375,5.7,5400,14.173,1.862,1
2.7,1075.25,58.887,0.726,23.1,87,82.491,110.5,6.75,5400,14.173,1.862,1
2.8,1173.75,59.872,0.726,23.1,87,82.492,110.625,8.4,5400,14.961,2.483,1
2.9,1224.75,60.857,0.726,23.1,87,82.507,110.5,7.8,5400,15.748,2.483,1
3,1250.5,60.365,0.726,23.1,87,82.474,110.5,7.8,5400,15.748,3.104,1
3.1,1271.5,60.857,0.726,23.1,87,82.491,110.5,6.9,5400,15.748,3.104,1
3.2,1289.75,61.35,0.726,23.1,87,82.491,110.5,7.35,5400,15.748,3.725,1
3.3,1300.75,63.32,0.726,23.1,87,82.483,110.5,6.3,5400,16.142,3.725,1
3.4,1304.5,66.275,0.726,23.1,87,82.492,110.5,5.85,5400,16.535,4.346,1
3.5,1306.75,73.662,1.89,23.1,87,82.462,110.375,5.1,5400,18.11,4.346,1
3.6,1308.5,78.587,1.89,23.1,87,82.491,110.375,6.3,5400,18.898,4.346,1
3.7,1333.5,79.572,1.89,23.1,87,82.468,110.5,6.15,5400,19.291,4.966,1
3.8,1368.75,83.512,1.89,23.1,87,82.469,110.5,7.05,5400,20.079,4.966,1
3.9,1398.25,84.99,1.89,23.1,87,82.471,110.375,5.85,5400,20.472,5.587,1
4,1442.25,83.512,1.89,23.1,87,82.485,110.375,5.85,5400,20.472,6.208,1
4.1,1472.5,83.512,1.89,23.1,87,82.48,110.5,6.15,5400,20.472,6.208,1
4.2,1488,84.497,1.89,23.1,87,82.462,110.375,5.7,5400,20.472,6.829,1
4.3,1504,86.467,1.89,23.1,87,82.462,110.375,5.7,5400,20.866,6.829,1
4.4,1518.5,86.467,1.89,23.1,87,82.477,110.5,5.7,5400,21.26,7.45,1
4.5,1548.5,86.96,1.354,23.1,87,82.453,110.5,6.45,5400,21.654,7.45,1
4.6,1578.25,86.467,1.354,23.1,87,82.468,110.375,5.7,5400,21.654,8.07,1
4.7,1613.25,85.482,1.354,23.1,87,82.452,110.375,4.8,5400,21.654,8.07,1
4.8,1644.25,86.467,1.354,23.1,87,82.453,110.375,5.1,5400,22.047,8.691,1
4.9,1671.5,87.945,1.354,23.1,87,82.445,110.375,5.25,5400,22.441,8.691,1
5,1706.75,87.452,1.354,23.1,87,82.45,110.375,5.85,5400,22.441,9.312,1
5.1,1741,86.467,1.354,23.1,87,82.453,110.375,5.1,5400,22.835,9.312,1
5.2,1762.5,88.93,1.354,23.1,87,82.445,110.375,4.2,5400,23.228,9.933,1
5.3,1796,89.915,1.354,23.1,87,82.451,110.375,4.65,5400,23.622,9.933,1
5.4,1830.5,90.9,1.354,23.1,87,82.445,110.375,4.5,5400,23.622,10.554,1
5.5,1881.25,90.407,1.704,23.1,87,82.451,110.375,4.5,5400,24.016,10.554,1
5.6,1912.5,91.392,1.704,23.1,87,82.455,110.375,4.8,5400,24.409,11.174,1
5.7,1941.75,95.332,1.704,23.1,87,82.443,110.375,4.5,5400,25.984,11.174,1
5.8,1996.5,95.332,1.704,23.1,87,82.436,110.25,3.6,5400,26.378,11.174,1
5.9,2049.75,94.347,1.704,23.1,87,82.436,110.25,2.55,5400,26.378,11.795,1
6,2069.75,94.84,1.704,23.1,87,82.455,110.25,3.15,5400,26.772,11.795,1
6.1,2024.25,98.287,1.704,23.1,87,82.426,112.125,29.7,5400,27.165,12.416,1
6.2,1919.25,104.197,1.704,23.1,87,82.439,112.125,29.1,5400,27.165,12.416,1
6.3,1817.25,117.495,1.704,23.1,87,82.437,112.5,34.65,5400,28.346,12.416,1
6.4,1766.5,126.852,1.704,23.1,87,82.417,112.375,31.95,5400,29.134,13.037,1
6.5,1747.75,129.807,2.284,23.1,87,82.43,112.25,30,5400,29.134,13.037,1
6.6,1827.25,125.375,2.284,23.1,87,82.434,110.625,6.45,5400,29.134,13.658,2
6.7,1898,122.42,2.284,23.1,87,82.425,110.5,5.7,5400,29.527,14.278,2
6.8,1909.75,122.42,2.284,23.1,87,82.417,110.75,9.15,5400,29.527,14.278,2
6.9,1898.25,123.405,2.284,23.1,87,82.417,110.5,4.65,5400,29.527,14.899,2
7,1902.75,124.39,2.284,23.1,87,82.415,110.5,5.1,5400,29.527,14.899,2
7.1,1911.25,125.375,2.284,23.1,87,82.415,110.5,4.5,5400,29.527,15.52,2
7.2,1885.5,126.36,2.284,23.1,87,82.415,110.5,4.8,5400,29.527,15.52,2
7.3,1845.75,126.852,2.284,23.1,87,82.428,110.5,4.5,5400,29.527,16.141,2
7.4,1822,128.33,2.604,23.1,87,82.416,110.5,5.1,5400,29.527,16.141,2
7.5,1830.25,129.315,2.604,23.1,87,82.413,110.5,4.8,5400,29.527,16.762,2
7.6,1843,130.3,2.604,23.1,87,82.419,110.5,4.5,5400,29.527,16.762,2
7.7,1850.75,130.792,2.604,23.1,87,82.417,110.375,3.75,5400,29.527,17.382,2
7.8,1872.25,131.777,2.604,23.1,87,82.424,110.5,3.9,5400,29.527,17.382,2
7.9,1883.75,132.762,2.604,23.1,87,82.424,110.5,4.5,5400,29.527,18.003,2
8,1881.75,133.747,2.604,23.1,87,82.422,110.375,4.05,5400,29.527,18.003,2
8.1,1895.25,134.24,2.604,23.1,87,82.428,110.375,3.75,5400,29.527,18.624,2
8.2,1918.25,135.225,2.604,23.1,87,82.441,110.375,3.6,5400,29.527,18.624,2
8.3,1947,135.225,2.604,23.1,87,82.436,110.375,3.75,5400,29.527,19.245,2
8.4,1966.75,133.255,2.538,23.1,87,82.446,110,-1.8,5400,29.527,19.245,2
8.5,2003.25,131.777,2.538,23.1,87,82.445,109.875,-4.35,5400,29.527,19.866,2
8.6,2036.5,122.42,2.538,23.1,87,82.453,109.875,-4.5,5400,28.346,19.866,2
8.7,2051,111.585,2.538,23.1,87,82.46,109.75,-4.5,5400,27.559,20.486,2
8.8,2077,109.615,2.538,23.1,87,82.45,109.75,-4.5,5400,27.165,20.486,2
8.9,2105,108.137,2.538,23.1,87,82.452,109.875,-4.35,5400,27.165,20.486,2
9,2123.25,107.152,2.538,23.1,87,82.462,109.75,-4.35,5400,27.165,21.107,2
9.1,2140.5,106.167,2.538,23.1,87,82.452,109.75,-4.2,5400,27.165,21.107,2
9.2,2162,105.182,2.538,23.1,87,82.464,109.5,-9.45,5400,27.165,21.107,2
9.3,2170,104.69,2.538,23.1,87,82.462,109.5,-8.55,5400,27.165,21.107,2
9.4,2147.75,105.675,3.386,23.1,87,82.477,110.875,9.9,5400,27.165,21.728,2
9.5,2036,111.092,3.386,23.1,87,82.464,111.375,18.15,5400,27.165,21.728,2
9.6,1873.5,121.435,3.386,23.1,87,82.483,111.375,19.5,5400,27.165,21.728,2
9.7,1741.25,130.3,3.386,23.1,87,82.49,111.5,19.8,5400,27.165,22.349,2
9.8,1652.5,136.702,3.386,23.1,87,82.507,111,13.95,5400,27.165,22.349,2
9.9,1616,140.642,3.386,23.1,87,82.513,109.5,-8.4,5400,27.165,22.349,2
10,1597.25,142.612,3.386,23.1,87,82.508,109.5,-8.4,5400,27.165,22.97,3
10.1,1595,142.612,3.386,23.1,87,82.51,109.75,-4.95,5400,27.165,22.97,3
10.2,1612.75,142.12,3.386,23.1,87,82.531,109.75,-4.8,5400,27.165,22.97,3
10.3,1582.75,142.12,3.386,23.1,87,82.523,109.75,-4.5,5400,27.165,23.59,3
10.4,1558.25,142.12,2.333,23.1,87,82.53,109.75,-4.5,5400,27.165,23.59,3
10.5,1581.25,142.12,2.333,23.1,87,82.53,109.75,-4.5,5400,27.165,24.211,3
10.6,1603.5,137.687,2.333,23.1,87,82.535,109.75,-4.5,5400,26.772,24.211,3
10.7,1601.75,137.195,2.333,23.1,87,82.546,109.75,-4.5,5400,26.772,24.211,3
10.8,1620.5,137.195,2.333,23.1,87,82.531,109.75,-4.5,5400,26.772,24.211,3
10.9,1656.25,135.225,2.333,23.1,87,82.543,109.75,-4.5,5400,26.378,24.832,3
11,1656,134.24,2.333,23.1,87,82.565,109.75,-4.5,5400,26.378,24.832,3
11.1,1658,133.255,2.333,23.1,87,82.537,109.75,-4.5,5400,26.378,24.832,3
11.2,1679.5,126.36,2.333,23.1,87,82.57,109.625,-4.5,5400,25.59,25.453,3
11.3,1706,121.927,2.171,23.1,87,82.57,109.625,-4.5,5400,25.197,25.453,3
11.4,1692.75,120.942,2.171,23.1,87,82.598,109.625,-4.95,5400,25.197,25.453,3
11.5,1700.75,120.45,2.171,23.1,87,82.569,109.625,-4.5,5400,25.197,26.074,3
11.6,1716.5,115.525,2.171,23.1,87,82.595,109.625,-4.5,5400,24.409,26.074,3
11.7,1733.25,113.555,2.171,23.1,87,82.599,109.625,-4.5,5400,24.409,26.074,3
11.8,1741,103.212,2.171,23.1,87,82.592,109.625,-4.5,5400,22.835,26.074,3
11.9,1745.75,89.915,2.171,23.1,87,82.606,109.625,-4.35,5400,20.866,26.694,3
12,1744.5,87.452,2.171,23.1,87,82.61,109.625,-4.5,5400,20.472,26.694,3
12.1,1760.25,86.96,2.171,23.1,87,82.609,109.625,-4.5,5400,20.472,26.694,3
12.2,1760.25,86.467,2.171,23.1,87,82.617,109.625,-4.5,5400,20.472,26.694,3
12.3,1781.5,85.975,2.171,23.1,87,82.618,109.625,-4.8,5400,20.472,26.694,3
12.4,1785.75,84.005,1.943,23.1,87,82.608,109.625,-4.5,5400,20.079,27.315,3
12.5,1796.25,83.02,1.943,23.1,87,82.616,109.625,-4.5,5400,20.079,27.315,3
12.6,1806,81.542,1.943,23.1,87,82.623,109.625,-4.65,5400,19.685,27.315,3
12.7,1811.5,80.557,1.943,23.1,87,82.646,109.625,-4.65,5400,19.685,27.315,3
12.8,1816.5,80.557,1.943,23.1,87,82.617,109.625,-4.65,5400,19.685,27.315,3
12.9,1820.75,80.065,1.943,23.1,87,82.632,109.625,-4.65,5400,19.685,27.315,3
13,1825.75,79.572,1.943,23.1,87,82.651,109.625,-4.8,5400,19.685,27.936,3
13.1,1834,79.572,1.943,23.1,87,82.647,109.625,-4.5,5400,19.685,27.936,3
13.2,1840.5,78.095,1.943,23.1,87,82.653,109.625,-4.5,5400,19.291,27.936,3
13.3,1850.5,75.14,1.594,23.1,87,82.68,109.625,-4.5,5400,18.898,27.936,3
13.4,1846.25,74.647,1.594,23.1,87,82.664,109.625,-4.5,5400,18.898,27.936,3
13.5,1855.75,74.155,1.594,23.1,87,82.67,109.625,-4.5,5400,18.898,27.936,3
13.6,1857.75,73.662,1.594,23.1,87,82.672,109.625,-4.65,5400,18.898,28.557,3
13.7,1860,73.17,1.594,23.1,87,82.683,109.625,-4.5,5400,18.898,28.557,3
13.8,1874.5,72.677,1.594,23.1,87,82.687,109.625,-4.2,5400,18.898,28.557,3
13.9,1877.25,72.677,1.594,23.1,87,82.685,109.625,-4.35,5400,18.898,28.557,3
14,1871.5,72.677,1.594,23.1,87,82.686,109.625,-4.35,5400,18.898,28.557,3
14.1,1855,73.17,1.594,23.1,87,82.688,110.5,7.8,5400,18.898,28.557,3
14.2,1773.5,73.17,1.594,23.1,87,82.698,110.75,12.45,5400,18.504,28.557,3
14.3,1698,76.125,1.594,23.1,87,82.717,110.625,10.8,5400,18.504,28.557,3
14.4,1620.75,79.08,1.51,23.1,87,82.725,110.25,4.2,5400,18.504,29.178,3
14.5,1554.75,83.512,1.51,23.1,87,82.708,109.5,-5.55,5400,18.504,29.178,3
14.6,1552.75,84.497,1.51,23.1,87,82.714,109.375,-7.95,5400,18.504,29.178,4
14.7,1558,84.005,1.51,23.1,86,82.758,109.625,-4.5,5400,18.504,29.178,4
14.8,1553.25,84.005,1.51,23.1,86,82.732,109.625,-4.35,5400,18.504,29.178,4
14.9,1541,84.497,1.51,23.1,86,82.75,109.625,-4.5,5400,18.504,29.178,4
15,1529.5,84.99,1.51,23.1,86,82.757,109.625,-4.5,5400,18.504,29.178,4
15.1,1533.75,85.483,1.51,23.1,86,82.76,109.625,-4.35,5400,18.504,29.178,4
15.2,1541.5,86.96,1.51,23.1,86,82.765,109.625,-4.05,5400,18.898,29.178,4
15.3,1550,87.452,1.333,23.1,86,82.766,109.625,-4.05,5400,18.898,29.798,4
15.4,1552,87.452,1.333,23.1,86,82.764,109.625,-4.35,5400,18.898,29.798,4
15.5,1549.75,87.945,1.333,23.1,86,82.766,109.625,-4.2,5400,18.898,29.798,4
15.6,1550,89.422,1.333,23.1,86,82.774,109.625,-4.5,5400,19.291,29.798,4
15.7,1552.75,90.9,1.333,23.1,86,82.775,109.625,-4.2,5400,19.291,29.798,4
15.8,1563.75,91.885,1.333,23.1,86,82.778,109.5,-4.2,5400,19.291,29.798,4
15.9,1567.75,92.377,1.333,23.1,86,82.805,109.625,-3.9,5400,19.291,29.798,4
16,1563.5,92.377,1.333,23.1,86,82.804,109.625,-4.35,5400,19.291,30.419,4
16.1,1562,92.377,1.333,23.1,86,82.805,109.5,-4.35,5400,19.291,30.419,4
16.2,1575.25,92.377,0.468,23.1,86,82.804,109.625,-4.2,5400,19.291,30.419,4
16.3,1570.25,92.377,0.468,23.1,86,82.813,109.5,-4.2,5400,19.291,30.419,4
16.4,1577.5,92.377,0.468,23.1,86,82.835,109.5,-4.05,5400,19.291,30.419,4
16.5,1579.25,92.377,0.468,23.1,86,82.825,109.5,-4.2,5400,19.291,30.419,4
16.6,1580.5,92.377,0.468,23.1,86,82.837,109.5,-4.2,5400,19.291,30.419,4
16.7,1584.5,92.377,0.468,23.1,86,82.826,109.5,-4.2,5400,19.291,30.419,4
16.8,1584.25,92.87,0.468,23.1,86,82.826,109.5,-4.2,5400,19.291,31.04,4
16.9,1581.75,92.87,0.468,23.1,86,82.834,109.5,-4.35,5400,19.291,31.04,4
17,1592.75,92.87,0.468,23.1,86,82.841,109.5,-4.2,5400,19.291,31.04,4
17.1,1604.25,92.87,0.468,23.1,86,82.856,109.5,-4.2,5400,19.291,31.04,4
17.2,1598,92.377,0.468,23.1,86,82.856,109.5,-4.35,5400,19.291,31.04,4
17.3,1604.5,92.377,1.126,23.1,86,82.845,109.5,-4.2,5400,19.291,31.04,4
17.4,1610,92.377,1.126,23.1,86,82.851,109.5,-4.2,5400,19.291,31.661,4
17.5,1609.5,92.377,1.126,23.1,86,82.865,109.5,-4.35,5400,19.291,31.661,4
17.6,1609.25,92.377,1.126,23.1,86,82.855,109.5,-4.2,5400,19.291,31.661,4
17.7,1620.25,91.885,1.126,23.1,85,82.857,109.5,-4.2,5400,19.291,31.661,4
17.8,1618.25,91.885,1.126,23.2,85,82.857,109.5,-4.35,5400,19.291,31.661,4
17.9,1607.75,90.9,1.126,23.2,85,82.881,109.5,-4.05,5400,19.291,31.661,4
18,1608.75,90.407,1.126,23.2,85,82.881,109.5,-4.05,5400,19.291,31.661,4
18.1,1605.75,89.422,1.126,23.2,85,82.876,109.5,-4.05,5400,19.291,32.282,4
18.2,1608.75,88.93,1.396,23.2,85,82.874,109.5,-4.2,5400,19.291,32.282,4
18.3,1613.75,88.437,1.396,23.2,85,82.874,109.5,-4.35,5400,19.291,32.282,4
18.4,1615.75,87.945,1.396,23.2,85,82.86,109.5,-4.05,5400,19.291,32.282,4
18.5,1614.5,87.452,1.396,23.2,85,82.875,109.5,-4.2,5400,18.898,32.282,4
18.6,1620,86.96,1.396,23.2,85,82.88,109.5,-4.5,5400,18.898,32.282,4
18.7,1625.75,86.467,1.396,23.2,84,82.871,109.5,-4.05,5400,18.898,32.282,4
18.8,1624.25,86.467,1.396,23.2,84,82.88,109.5,-4.35,5400,18.898,32.902,4
18.9,1627,85.975,1.396,23.2,84,82.866,109.5,-4.2,5400,18.898,32.902,4
19,1625.5,85.975,1.396,23.2,84,82.879,109.5,-4.2,5400,18.898,32.902,4
19.1,1634.5,85.482,1.396,23.2,84,82.875,109.5,-4.35,5400,18.898,32.902,4
19.2,1635.25,82.527,1.44,23.2,84,82.889,109.5,-4.2,5400,18.504,32.902,4
19.3,1634,81.542,1.44,23.2,84,82.905,109.5,-4.5,5400,18.504,32.902,4
19.4,1644.75,80.065,1.44,23.2,84,82.858,109.5,-4.05,5400,18.11,32.902,4
19.5,1649.25,76.617,1.44,23.2,84,82.881,109.5,-4.35,5400,17.716,32.902,4
19.6,1647.25,76.125,1.44,23.2,84,82.884,109.5,-4.05,5400,17.716,32.902,4
19.7,1652.25,75.14,1.44,23.2,84,82.89,109.5,-4.35,5400,17.716,33.523,4
19.8,1657.75,74.647,1.44,23.2,84,82.897,109.5,-4.05,5400,17.716,33.523,4
19.9,1660,74.155,1.44,23.2,84,82.879,109.375,-4.5,5400,17.716,33.523,4
20,1656,74.155,1.44,23.2,84,82.881,109.5,-4.35,5400,17.716,33.523,4
