Time_s_,Eng_Spd_CAN_rpm_,Eng_Torq_CAN_Nm_,Eng_FuelFlow_Direct_cc_s_,Eng_FuelTemp_Direct_C_,Eng_Clnt_Temp_CAN_C_,Eng_Oil_Dipstick_Temp_C_,Batt_Volt_CAN_V_,Batt_Current_CAN_A_,Brake_Press_CAN_kPa_,Pedal_Accel_Pos_CAN___,Vehicle_Speed_CAN_mph_,Trans_Gear_Act_CAN__
833.7,1486.5,113.062,1.499,24.9,83,88.745,111,-4.2,5400,22.047,41.594,5
833.8,1473.5,113.062,1.499,24.9,83,88.762,110.875,-4.35,5400,22.047,41.594,5
833.9,1473.75,113.062,1.499,24.9,83,88.754,110.875,-4.5,5400,22.047,41.594,5
834,1479.5,113.062,1.499,24.9,83,88.745,110.875,-4.5,5400,22.047,41.594,5
834.1,1473.25,113.062,1.499,24.9,83,88.744,110.875,-4.2,5400,22.047,41.594,5
834.2,1471.25,113.062,1.499,24.9,83,88.744,110.875,-4.2,5400,22.047,41.594,5
834.3,1474.5,113.062,1.499,24.9,83,88.736,111,-4.35,5400,22.047,42.214,5
834.4,1489,113.062,1.777,24.9,83,88.745,110.875,-4.2,5400,22.047,42.214,5
834.5,1488.75,113.062,1.777,24.9,83,88.706,110.875,-4.05,5400,22.047,42.214,5
834.6,1488,113.555,1.777,24.9,83,88.731,110.875,-4.2,5400,22.047,42.214,5
834.7,1485,114.047,1.777,24.9,83,88.727,111,-4.2,5400,22.047,42.214,5
834.8,1491.25,114.047,1.777,24.9,83,88.748,110.875,-4.2,5400,22.047,42.214,5
834.9,1483.25,114.047,1.777,24.9,83,88.711,111,-4.2,5400,22.047,42.214,5
835,1485,114.047,1.777,24.9,83,88.724,111,-3.9,5400,22.047,42.214,5
835.1,1491.75,114.047,1.777,24.9,83,88.717,110.875,-4.2,5400,22.047,42.214,5
835.2,1499.5,114.047,1.777,24.9,83,88.748,110.875,-4.2,5400,22.047,42.835,5
835.3,1496.5,110.6,1.777,24.9,83,88.733,111,-4.2,5400,21.653,42.835,5
835.4,1496,109.122,1.722,24.9,83,88.723,110.875,-4.2,5400,21.26,42.835,5
835.5,1471.25,109.122,1.722,24.9,83,88.724,110.875,-4.05,5400,21.26,42.835,5
835.6,1474,109.122,1.722,24.9,83,88.732,110.875,-4.35,5400,21.26,42.835,5
835.7,1487.25,109.615,1.722,24.9,83,88.709,111,-4.5,5400,21.26,42.835,5
835.8,1519.75,109.615,1.722,24.9,83,88.709,110.875,-4.5,5400,21.26,42.835,5
835.9,1538,109.122,1.722,24.9,83,88.718,110.875,-4.5,5400,21.26,42.835,5
836,1536,109.122,1.722,24.9,83,88.71,110.875,-4.2,5400,21.26,42.835,5
836.1,1530.75,109.122,1.722,24.9,83,88.7,111,-4.35,5400,21.26,43.456,5
836.2,1535.75,109.122,1.722,24.9,83,88.712,110.875,-4.2,5400,21.26,43.456,5
836.3,1534.5,109.122,1.722,24.9,83,88.71,110.875,-4.05,5400,21.26,43.456,5
836.4,1537,109.122,1.66,24.9,83,88.709,110.875,-4.2,5400,21.26,43.456,5
836.5,1533.75,109.122,1.66,24.9,83,88.71,111,-4.35,5400,21.26,43.456,5
836.6,1534.75,107.645,1.66,24.9,83,88.685,110.875,-4.35,5400,20.866,43.456,5
836.7,1539,102.72,1.66,24.9,83,88.688,110.875,-4.35,5400,20.472,43.456,5
836.8,1528.75,101.735,1.66,24.9,83,88.694,110.875,-4.35,5400,20.472,43.456,5
836.9,1529.5,101.735,1.66,24.9,83,88.701,110.875,-4.35,5400,20.472,43.456,5
837,1534.25,101.242,1.66,24.9,83,88.709,111,-4.35,5400,20.472,44.077,5
837.1,1542.25,101.242,1.66,24.9,83,88.709,110.875,-4.2,5400,20.472,44.077,5
837.2,1544.75,101.242,1.66,24.9,83,88.7,110.875,-4.05,5400,20.472,44.077,5
837.3,1547.75,99.272,1.66,24.9,83,88.708,110.875,-4.2,5400,20.079,44.077,5
837.4,1552,96.317,1.642,24.9,83,88.671,110.875,-4.2,5400,20.079,44.077,5
837.5,1550.5,92.87,1.642,24.9,83,88.699,110.875,-4.5,5400,19.291,44.077,5
837.6,1543.25,88.437,1.642,24.9,83,88.706,110.875,-4.2,5400,18.898,44.077,5
837.7,1522.25,83.512,1.642,24.9,83,88.692,110.875,-4.2,5400,18.11,44.077,5
837.8,1522.25,79.572,1.642,24.9,83,88.673,110.875,-4.2,5400,17.716,44.077,5
837.9,1524.25,78.095,1.642,24.9,83,88.684,110.875,-4.5,5400,17.716,44.077,5
838,1524.75,75.14,1.642,24.9,83,88.687,110.25,-13.5,5400,17.323,44.077,5
838.1,1524,74.155,1.642,24.9,83,88.673,110.5,-9.75,5400,16.929,44.077,5
838.2,1526.25,73.662,1.642,24.9,83,88.709,110.75,-5.1,5400,16.929,44.698,5
838.3,1525.75,73.662,1.393,24.9,83,88.679,110.875,-4.35,5400,16.929,44.698,5
838.4,1529.5,73.662,1.393,24.9,83,88.682,110.875,-4.5,5400,16.929,44.698,5
838.5,1528.5,71.2,1.393,24.9,83,88.688,110.875,-4.65,5400,16.535,44.698,5
838.6,1529.5,63.812,1.393,24.9,83,88.688,110.875,-4.5,5400,15.748,44.698,5
838.7,1527.5,61.842,1.393,24.9,83,88.663,110.875,-4.05,5400,15.354,44.698,5
838.8,1530,60.365,1.393,24.9,83,88.657,110.875,-4.2,5400,15.354,44.698,5
838.9,1532.5,59.38,1.393,24.9,83,88.672,110.875,-4.05,5400,14.961,44.698,5
839,1530.25,59.38,1.393,24.9,83,88.678,110.875,-4.05,5400,14.961,44.698,5
839.1,1533.25,59.38,1.393,24.9,83,88.662,110.875,-4.2,5400,14.961,44.698,5
839.2,1533.75,57.902,1.393,24.9,83,88.642,110.875,-4.05,5400,14.961,44.698,5
839.3,1538,53.962,1.393,24.9,83,88.641,110.875,-4.35,5400,14.173,44.698,5
839.4,1533.75,48.545,1.034,24.9,83,88.663,110.875,-4.5,5400,13.78,44.698,5
839.5,1536,48.052,1.034,24.9,83,88.672,110.875,-4.35,5400,13.78,44.698,5
839.6,1534.5,48.052,1.034,24.9,83,88.649,110.875,-4.2,5400,13.78,44.698,5
839.7,1541,48.052,1.034,24.9,83,88.64,110.875,-4.2,5400,13.78,44.698,5
839.8,1547.5,48.052,1.034,24.9,83,88.648,110.875,-4.2,5400,13.78,44.698,5
839.9,1559.25,48.052,1.034,24.9,83,88.646,110.875,-4.2,5400,13.779,44.698,5
840,1577.5,46.082,1.034,24.9,83,88.648,110.875,-4.05,5400,13.386,44.698,5
840.1,1584,46.082,1.034,24.9,83,88.64,110.875,-4.5,5400,13.386,44.698,5
840.2,1576.75,46.082,1.034,24.9,83,88.619,110.875,-4.2,5400,13.386,44.698,5
840.3,1573.5,46.082,0.709,24.9,83,88.648,110.875,-4.05,5400,13.386,44.698,5
840.4,1571.25,46.082,0.709,24.9,83,88.631,110.875,-4.05,5400,13.386,44.698,5
840.5,1578,46.082,0.709,24.9,83,88.655,110.875,-4.35,5400,13.386,44.698,5
840.6,1579,46.082,0.709,24.9,83,88.632,110.875,-4.2,5400,13.386,44.698,5
840.7,1577.75,46.082,0.709,24.9,83,88.625,110.875,-4.05,5400,13.386,44.698,5
840.8,1571.5,46.082,0.709,24.9,83,88.64,110.875,-4.35,5400,13.386,44.698,5
840.9,1563.75,46.082,0.709,24.9,83,88.63,110.875,-4.35,5400,13.386,44.698,5
841,1554.25,46.082,0.709,24.9,83,88.632,110.875,-4.2,5400,13.386,44.698,5
841.1,1555.5,48.545,0.709,24.9,83,88.631,110.875,-4.2,5400,13.78,44.698,5
841.2,1556.5,50.515,0.709,24.9,83,88.633,110.875,-4.2,5400,14.173,44.698,5
841.3,1565.5,51.008,0.813,24.9,83,88.622,110.875,-4.35,5400,14.173,44.698,5
841.4,1563.25,54.948,0.813,24.9,83,88.634,110.875,-4.5,5400,14.567,44.698,5
841.5,1558.75,58.887,0.813,24.9,83,88.632,110.875,-4.2,5400,15.354,44.698,5
841.6,1552,62.335,0.813,24.9,83,88.61,110.875,-4.2,5400,15.748,44.698,5
841.7,1548.5,64.797,0.813,24.9,83,88.619,111,-4.2,5400,16.142,44.698,5
841.8,1550.75,65.782,0.813,24.9,83,88.616,110.875,-4.2,5400,16.142,44.698,5
841.9,1548.75,65.782,0.813,24.9,83,88.595,110.875,-4.35,5400,16.142,44.698,5
842,1548.5,63.32,0.813,24.9,83,88.612,110.875,-4.35,5400,15.354,44.698,5
842.1,1547.5,48.545,0.813,24.9,83,88.592,110.875,-4.35,5400,13.78,45.318,5
842.2,1545,43.127,0.813,24.9,83,88.625,110.875,-4.35,5400,12.992,45.318,5
842.3,1546.5,41.157,1.307,24.9,83,88.604,110.875,-4.05,5400,12.992,45.318,5
842.4,1545,40.665,1.307,24.9,83,88.624,110.875,-4.05,5400,12.598,45.318,5
842.5,1549.25,40.665,1.307,24.9,83,88.601,110.875,-4.35,5400,12.598,45.318,5
842.6,1548.25,40.665,1.307,24.9,83,88.609,110.875,-4.5,5400,12.598,45.318,5
842.7,1548.5,39.68,1.307,24.9,83,88.593,110.875,-4.05,5400,12.598,45.318,5
842.8,1553.25,39.68,1.307,24.9,83,88.597,110.875,-4.35,5400,12.598,45.318,5
842.9,1557,36.232,1.307,24.9,83,88.593,110.875,-4.05,5400,11.811,45.318,5
843,1563.5,32.292,1.307,24.9,83,88.598,110.875,-4.05,5400,11.024,45.318,5
843.1,1567.5,31.8,1.307,24.9,83,88.594,110.75,-4.5,5400,11.024,45.318,5
843.2,1567.25,31.8,0.777,24.9,83,88.588,110.875,-4.35,5400,11.024,45.318,5
843.3,1560,31.8,0.777,24.9,83,88.589,110.875,-4.2,5400,11.024,45.318,5
843.4,1552,33.278,0.777,24.9,83,88.593,110.875,-4.05,5400,11.811,45.318,5
843.5,1556.25,39.68,0.777,24.9,83,88.559,110.875,-4.2,5400,12.992,45.318,5
843.6,1565.75,52.485,0.777,24.9,83,88.563,110.75,-4.5,5400,14.567,45.318,5
843.7,1584.25,58.395,0.777,24.9,83,88.571,110.875,-4.2,5400,15.354,45.318,5
843.8,1627.5,60.365,0.777,24.9,83,88.555,110.75,-4.2,5400,15.748,45.318,5
843.9,1641.25,62.335,0.777,24.9,83,88.572,110.75,-4.2,5400,16.142,45.318,5
844,1630.25,64.305,0.777,24.9,83,88.574,110.875,-4.2,5400,16.535,45.318,5
844.1,1608.75,65.782,0.777,24.9,83,88.559,110.75,-4.2,5400,16.535,45.318,5
844.2,1599.25,68.245,0.777,24.9,83,88.555,110.875,-4.2,5400,16.929,45.318,5
844.3,1592.75,69.723,0.859,24.9,83,88.559,110.875,-4.2,5400,16.929,45.318,5
844.4,1579.5,72.185,0.859,24.9,83,88.563,110.875,-4.2,5400,17.323,45.318,5
844.5,1563.5,74.155,0.859,24.9,83,88.559,110.875,-4.5,5400,17.716,45.318,5
844.6,1558.5,76.617,0.859,24.9,83,88.558,110.875,-4.2,5400,18.11,45.318,5
844.7,1562.75,82.035,0.859,24.9,83,88.551,110.75,-4.2,5400,18.898,45.318,5
844.8,1560.75,87.453,0.859,24.9,83,88.551,110.875,-4.2,5400,19.291,45.318,5
844.9,1565.5,90.408,0.859,24.9,83,88.564,110.875,-4.2,5400,19.685,45.318,5
845,1576.25,91.392,0.859,24.9,83,88.559,110.75,-4.5,5400,19.685,45.318,5
845.1,1590.75,92.377,0.859,24.9,83,88.556,110.75,-4.2,5400,20.079,45.318,5
845.2,1603,92.377,1.658,24.9,83,88.55,110.875,-4.2,5400,20.079,45.939,5
845.3,1599.25,92.377,1.658,24.9,83,88.533,110.75,-4.2,5400,20.079,45.939,5
845.4,1585.25,92.377,1.658,24.9,83,88.553,110.875,-4.35,5400,20.079,45.939,5
845.5,1574.5,84.99,1.658,24.9,83,88.546,110.875,-4.2,5400,18.898,45.939,5
845.6,1573.5,82.035,1.658,24.9,83,88.548,110.75,-4.2,5400,18.504,45.939,5
845.7,1576.25,75.632,1.658,24.9,83,88.56,110.875,-4.5,5400,17.716,45.939,5
845.8,1583.25,65.782,1.658,24.9,83,88.539,110.75,-4.5,5400,16.142,45.939,5
845.9,1576,61.842,1.658,24.9,83,88.556,110.625,-7.05,5400,15.748,45.939,5
846,1577.25,61.35,1.658,24.9,83,88.554,110.625,-7.8,5400,15.748,45.939,5
846.1,1579,61.35,1.658,24.9,83,88.554,110.75,-4.5,5400,15.748,45.939,5
846.2,1584.5,61.35,1.513,24.9,83,88.555,110.75,-4.2,5400,15.748,45.939,5
846.3,1583,60.857,1.513,24.9,83,88.534,110.75,-4.5,5400,15.748,45.939,5
846.4,1582.25,60.857,1.513,24.9,83,88.556,110.75,-4.5,5400,15.748,45.939,5
846.5,1580,60.857,1.513,24.9,83,88.559,110.75,-4.35,5400,15.748,45.939,5
846.6,1584,60.857,1.513,24.9,83,88.56,110.75,-4.35,5400,15.748,45.939,5
846.7,1584.75,60.857,1.513,24.9,83,88.549,110.75,-4.35,5400,15.748,45.939,5
846.8,1585,60.857,1.513,24.9,83,88.55,110.75,-4.5,5400,15.748,45.939,5
846.9,1589.5,60.857,1.513,24.9,83,88.551,110.75,-4.2,5400,15.748,45.939,5
847,1585.5,60.857,1.513,24.9,83,88.556,110.75,-4.2,5400,15.748,45.939,5
847.1,1586.25,60.857,1.513,24.9,83,88.562,110.75,-4.35,5400,15.748,45.939,5
847.2,1588.5,60.857,0.997,24.9,83,88.561,110.75,-4.35,5400,15.748,45.939,5
847.3,1587.25,60.857,0.997,24.9,83,88.562,110.75,-4.05,5400,15.748,46.56,5
847.4,1590.25,60.857,0.997,24.9,83,88.564,110.75,-4.2,5400,15.748,46.56,5
847.5,1593,60.857,0.997,24.9,83,88.573,110.75,-4.5,5400,15.748,46.56,5
847.6,1590.25,60.857,0.997,24.9,83,88.58,110.75,-4.2,5400,15.748,46.56,5
847.7,1592,60.857,0.997,24.9,83,88.581,110.875,-4.2,5400,15.748,46.56,5
847.8,1594,60.857,0.997,24.9,83,88.589,110.75,-4.5,5400,15.748,46.56,5
847.9,1594.25,60.857,0.997,24.9,83,88.573,110.75,-4.2,5400,15.748,46.56,5
848,1596.25,60.857,0.997,24.9,83,88.567,110.75,-4.05,5400,15.748,46.56,5
848.1,1595.75,60.857,0.997,24.9,83,88.595,110.75,-4.35,5400,15.748,46.56,5
848.2,1597,58.887,1.066,24.9,83,88.599,110.75,-4.35,5400,15.354,46.56,5
848.3,1596.75,58.395,1.066,24.9,83,88.589,110.75,-4.2,5400,15.354,46.56,5
848.4,1598.5,58.395,1.066,24.9,83,88.59,110.75,-4.2,5400,15.354,46.56,5
848.5,1595.25,58.395,1.066,24.9,83,88.594,110.75,-4.35,5400,15.354,46.56,5
848.6,1600.25,58.395,1.066,24.9,83,88.597,110.75,-4.2,5400,15.354,46.56,5
848.7,1598.75,58.395,1.066,24.9,83,88.599,110.75,-4.2,5400,15.354,46.56,5
848.8,1598,58.395,1.066,24.9,83,88.599,110.75,-4.5,5400,15.354,46.56,5
848.9,1602.25,58.395,1.066,24.9,83,88.603,110.75,-4.35,5400,15.354,46.56,5
849,1601.25,58.395,1.066,24.9,83,88.63,110.75,-4.2,5400,15.354,46.56,5
849.1,1599.75,58.395,1.066,24.9,83,88.63,110.75,-4.5,5400,15.354,46.56,5
849.2,1603,58.395,1.061,24.9,83,88.628,110.75,-4.2,5400,15.354,46.56,5
849.3,1602.75,58.395,1.061,24.9,83,88.601,110.75,-4.35,5400,15.354,46.56,5
849.4,1606,58.395,1.061,24.9,83,88.631,110.75,-4.5,5400,15.354,46.56,5
849.5,1605.5,58.395,1.061,24.9,83,88.634,110.75,-4.2,5400,15.354,46.56,5
849.6,1604.25,58.395,1.061,24.9,83,88.629,110.75,-4.35,5400,15.354,46.56,5
849.7,1605.25,58.395,1.061,24.9,83,88.645,110.75,-4.35,5400,15.354,46.56,5
849.8,1606.5,58.395,1.061,24.9,83,88.624,110.75,-4.35,5400,15.354,46.56,5
849.9,1605.75,58.395,1.061,24.9,83,88.637,110.75,-4.2,5400,15.354,46.56,5
850,1604,58.395,1.061,24.9,83,88.639,110.75,-4.35,5400,15.354,46.56,5
850.1,1606.75,58.395,1.061,24.9,83,88.651,110.75,-4.2,5400,15.354,46.56,5
850.2,1606.5,58.395,1.103,24.9,83,88.653,110.75,-4.2,5400,15.354,46.56,5
850.3,1604.75,58.395,1.103,24.9,83,88.661,110.75,-4.35,5400,15.354,46.56,5
850.4,1613,58.395,1.103,24.9,83,88.646,110.75,-4.05,5400,15.354,46.56,5
850.5,1608.25,58.395,1.103,24.9,83,88.677,110.75,-4.2,5400,15.354,46.56,5
850.6,1608,58.395,1.103,24.9,83,88.666,110.75,-4.2,5400,15.354,47.181,5
850.7,1613.5,58.395,1.103,24.9,83,88.676,110.75,-4.05,5400,15.354,47.181,5
850.8,1611,51.007,1.103,24.9,83,88.668,110.75,-4.5,5400,14.173,47.181,5
850.9,1610.5,48.052,1.103,24.9,83,88.676,110.75,-4.2,5400,13.78,47.181,5
851,1612.25,48.052,1.103,24.9,83,88.71,110.75,-4.2,5400,13.78,47.181,5
851.1,1610.75,48.052,1.121,24.9,83,88.707,110.75,-4.35,5400,13.78,47.181,5
851.2,1610.25,47.56,1.121,24.9,83,88.698,110.75,-4.2,5400,13.78,47.181,5
851.3,1614.5,47.56,1.121,24.9,83,88.707,110.75,-4.2,5400,13.78,47.181,5
851.4,1612.25,47.56,1.121,24.9,83,88.717,110.75,-4.2,5400,13.78,47.181,5
851.5,1613.75,47.067,1.121,24.9,83,88.692,110.75,-4.2,5400,13.78,47.181,5
851.6,1612.25,47.067,1.121,24.9,83,88.694,110.75,-4.5,5400,13.78,47.181,5
851.7,1612.75,47.067,1.121,24.9,83,88.715,110.75,-4.2,5400,13.78,47.181,5
851.8,1612,47.067,1.121,24.9,83,88.709,110.75,-4.2,5400,13.78,47.181,5
851.9,1612,47.067,1.121,24.9,83,88.715,110.75,-4.35,5400,13.78,47.181,5
852,1616.5,47.067,1.121,24.9,83,88.717,110.5,-8.4,5400,13.78,47.181,5
852.1,1611.5,47.067,0.922,24.9,83,88.699,110.5,-8.1,5400,13.78,47.181,5
852.2,1529,49.53,0.922,24.9,83,88.708,111.875,13.65,5400,13.78,47.181,5
852.3,1387,54.455,0.922,24.9,83,88.721,112.25,18.9,5400,13.78,47.181,5
852.4,1289,58.395,0.922,24.9,83,88.727,112,14.55,5400,13.78,47.181,5
852.5,1312.25,57.902,0.922,24.9,82,88.719,110.5,-9.3,5400,13.78,47.181,5
852.6,1308.75,57.902,0.922,24.9,82,88.718,110.5,-7.5,5400,13.78,47.181,6
852.7,1289.5,58.395,0.922,24.9,82,88.726,110.75,-4.2,5400,13.78,47.181,6
852.8,1283,58.395,0.922,24.9,82,88.748,110.75,-4.05,5400,13.78,47.181,6
852.9,1277,58.395,0.922,24.9,82,88.708,110.75,-4.05,5400,13.78,47.181,6
853,1276,58.395,0.922,24.9,82,88.751,110.75,-4.05,5400,13.78,47.181,6
853.1,1264.5,58.395,1.196,24.9,82,88.716,110.75,-4.05,5400,13.78,47.181,6
853.2,1264.5,58.395,1.196,24.9,82,88.734,110.75,-3.9,5400,13.78,47.181,6
853.3,1259.25,58.395,1.196,24.9,82,88.758,110.75,-3.9,5400,13.78,47.181,6
853.4,1250.75,58.887,1.196,24.9,82,88.745,110.75,-3.75,5400,13.78,47.181,6
853.5,1241.25,58.887,1.196,24.9,82,88.761,110.75,-3.9,5400,13.78,47.181,6
853.6,1241.25,68.737,1.196,24.9,82,88.757,110.75,-4.05,5400,14.961,47.181,6
853.7,1231.25,78.587,1.196,24.9,82,88.757,110.75,-3.9,5400,15.748,47.181,6
853.8,1244.75,85.483,1.196,24.9,82,88.751,110.75,-3.9,5400,16.535,47.181,6
853.9,1269.75,87.945,1.196,24.9,82,88.759,110.75,-3.9,5400,16.929,47.181,6
854,1270,88.93,0.973,24.9,82,88.755,110.75,-4.05,5400,16.929,47.181,6
854.1,1259.75,89.915,0.973,24.9,82,88.755,110.75,-3.3,5400,16.929,47.181,6
854.2,1262.25,90.407,0.973,24.9,82,88.731,110.75,-4.2,5400,17.323,47.181,6
854.3,1255.5,91.392,0.973,24.9,82,88.756,110.75,-3.9,5400,17.323,47.181,6
854.4,1253.25,91.392,0.973,24.9,82,88.761,110.75,-3.9,5400,17.323,47.181,6
854.5,1265.5,91.392,0.973,24.9,82,88.755,110.75,-3.9,5400,17.323,47.181,6
854.6,1272.75,91.392,0.973,24.9,82,88.758,110.75,-4.05,5400,17.323,47.181,6
854.7,1277,91.392,0.973,24.9,82,88.768,110.75,-3.9,5400,17.323,47.181,6
854.8,1274.25,91.392,0.973,24.9,82,88.779,110.75,-3.9,5400,17.323,47.181,6
854.9,1275.75,91.392,0.973,24.9,82,88.764,110.75,-3.75,5400,17.323,47.181,6
855,1283.5,85.975,0.973,24.9,82,88.796,110.75,-4.05,5400,16.535,47.181,6
855.1,1279.25,73.662,1.302,24.9,82,88.772,110.75,-4.05,5400,15.354,47.181,6
855.2,1260.25,56.917,1.302,24.8,82,88.783,110.75,-3.9,5400,13.386,47.181,6
855.3,1221.5,50.022,1.302,24.8,82,88.757,110.75,-3.9,5400,12.598,47.181,6
855.4,1215.5,45.097,1.302,24.8,82,88.758,110.75,-3.75,5400,11.811,47.181,6
855.5,1213.75,41.65,1.302,24.8,82,88.754,110.75,-3.75,5400,11.024,47.181,6
855.6,1213,41.157,1.302,24.8,82,88.781,110.75,-3.75,5400,11.024,47.181,6
855.7,1212.25,40.172,1.302,24.8,82,88.758,110.75,-3.75,5400,10.63,47.181,6
855.8,1211.5,36.725,1.302,24.8,82,88.763,110.75,-3.9,5400,9.842,47.181,6
855.9,1212,35.74,1.302,24.8,82,88.786,110.75,-3.9,5400,9.449,47.181,6
856,1211,35.247,1.302,24.8,82,88.763,110.75,-3.9,5400,9.449,47.181,6
856.1,1210.25,35.247,0.964,24.8,82,88.768,110.75,-3.9,5400,9.449,47.181,6
856.2,1207,34.755,0.964,24.8,82,88.767,110.75,-3.9,5400,9.449,47.181,6
856.3,1206.75,34.755,0.964,24.8,82,88.781,110.875,-2.4,5400,9.449,47.181,6
856.4,1218.25,34.755,0.964,24.8,82,88.783,110.75,-3.45,5400,9.449,47.181,6
856.5,1216.25,34.755,0.964,24.8,82,88.765,110.75,-3.75,5400,9.449,47.181,6
856.6,1211,34.755,0.964,24.8,82,88.759,110.75,-3.9,5400,9.449,47.181,6
856.7,1216.25,34.755,0.964,24.8,82,88.772,110.75,-3.9,5400,9.449,47.181,6
856.8,1228.25,34.755,0.964,24.8,82,88.791,110.75,-3.9,5400,9.449,47.181,6
856.9,1243.25,34.755,0.964,24.8,82,88.758,110.75,-3.75,5400,9.449,47.181,6
857,1254.75,34.755,0.598,24.8,82,88.774,110.75,-3.6,5400,9.449,47.181,6
857.1,1269.25,35.74,0.598,24.8,82,88.774,110.75,-3.75,5400,9.449,47.181,6
857.2,1274.75,35.74,0.598,24.8,82,88.765,110.75,-3.9,5400,9.449,47.181,6
857.3,1273.25,35.74,0.598,24.8,82,88.747,110.75,-3.6,5400,9.449,47.181,6
857.4,1276.25,35.74,0.598,24.8,82,88.779,110.75,-3.75,5400,9.449,47.181,6
857.5,1276.25,35.74,0.598,24.8,82,88.781,110.75,-3.75,5400,9.449,47.181,6
857.6,1277.25,35.74,0.598,24.8,82,88.764,110.75,-3.9,5400,9.449,47.181,6
857.7,1272.75,35.74,0.598,24.8,82,88.772,110.75,-3.75,5400,9.449,47.181,6
857.8,1277.75,35.74,0.598,24.8,82,88.788,110.75,-3.6,5400,9.449,47.181,6
857.9,1280.75,36.725,0.598,24.8,82,88.791,110.75,-3.9,5400,9.843,47.181,6
858,1278.25,37.71,0.562,24.8,82,88.779,110.75,-4.05,5400,10.236,47.181,6
858.1,1277,38.202,0.562,24.8,82,88.788,110.75,-3.9,5400,10.236,47.181,6
858.2,1272.5,38.695,0.562,24.8,82,88.797,110.75,-3.75,5400,10.236,47.181,6
858.3,1269.75,39.187,0.562,24.8,82,88.791,110.75,-3.9,5400,10.63,47.181,6
858.4,1273.25,39.187,0.562,24.8,82,88.773,110.75,-3.9,5400,10.63,47.181,6
858.5,1277.25,39.187,0.562,24.8,82,88.789,110.75,-3.75,5400,10.63,47.181,6
858.6,1278.5,39.68,0.562,24.8,82,88.782,110.75,-3.75,5400,10.63,47.181,6
858.7,1279.25,42.142,0.562,24.8,82,88.798,110.75,-3.75,5400,11.417,47.181,6
858.8,1282,42.635,0.562,24.8,82,88.798,110.75,-3.9,5400,11.811,47.181,6
858.9,1286.75,43.127,0.562,24.8,82,88.785,110.75,-3.75,5400,11.811,47.181,6
859,1283.5,43.127,0.664,24.8,82,88.809,110.75,-3.75,5400,11.811,47.181,6
859.1,1284,43.127,0.664,24.8,82,88.8,110.75,-3.9,5400,11.811,47.181,6
859.2,1274,43.62,0.664,24.8,82,88.797,110.75,-3.9,5400,11.811,47.181,6
859.3,1273.25,43.62,0.664,24.8,82,88.793,110.75,-3.75,5400,11.811,47.181,6
859.4,1274.25,43.62,0.664,24.8,82,88.8,110.75,-3.75,5400,11.811,47.181,6
859.5,1273.5,43.62,0.664,24.8,82,88.797,110.75,-3.75,5400,11.811,47.181,6
859.6,1269.75,44.605,0.664,24.8,82,88.818,110.75,-3.9,5400,12.205,47.181,6
859.7,1268,46.575,0.664,24.8,82,88.798,110.75,-3.6,5400,12.205,47.181,6
859.8,1265.75,49.038,0.664,24.8,82,88.806,110.75,-3.75,5400,12.598,47.181,6
859.9,1267,50.023,0.664,24.8,82,88.8,110.75,-3.75,5400,12.598,47.181,6
860,1272,51.007,0.776,24.8,82,88.813,110.625,-3.9,5400,12.598,47.181,6
860.1,1271.5,51.992,0.776,24.8,82,88.8,110.75,-3.6,5400,12.992,47.181,6
860.2,1260.75,52.977,0.776,24.8,82,88.807,110.75,-3.6,5400,12.992,47.181,6
860.3,1250,53.47,0.776,24.8,82,88.806,110.75,-3.75,5400,12.992,47.181,6
860.4,1239.5,54.948,0.776,24.8,82,88.803,110.75,-3.9,5400,13.386,47.181,6
860.5,1230.5,56.917,0.776,24.8,83,88.806,110.75,-3.9,5400,13.386,47.181,6
860.6,1232.5,59.38,0.776,24.8,83,88.824,110.75,-3.9,5400,13.78,47.181,6
860.7,1236,59.38,0.776,24.8,83,88.815,110.75,-3.75,5400,13.78,47.181,6
860.8,1234,59.873,0.776,24.8,83,88.831,110.75,-3.75,5400,13.78,47.181,6
860.9,1229,61.35,0.776,24.8,83,88.815,110.625,-3.6,5400,13.78,47.181,6
861,1214.75,65.782,0.895,24.8,83,88.822,110.75,-3.75,5400,14.173,47.181,6
861.1,1202.5,68.737,0.895,24.8,83,88.824,110.625,-3.9,5400,14.567,47.181,6
861.2,1206,70.215,0.895,24.8,83,88.8,110.625,-3.75,5400,14.567,47.181,6
861.3,1207.25,71.693,0.895,24.8,83,88.831,110.75,-3.9,5400,14.961,47.181,6
861.4,1207.25,74.648,0.895,24.8,83,88.823,110.75,-3.75,5400,14.961,47.181,6
861.5,1205.25,75.632,0.895,24.8,83,88.809,110.625,-3.6,5400,15.354,47.181,6
861.6,1207,76.617,0.895,24.8,83,88.839,110.625,-3.9,5400,15.354,47.181,6
861.7,1205.75,77.602,0.895,24.8,83,88.835,110.75,-3.6,5400,15.354,47.181,6
861.8,1205.75,77.602,0.895,24.8,83,88.836,110.75,-3.75,5400,15.354,47.181,6
861.9,1208.5,77.602,1.073,24.8,83,88.83,110.75,-3.6,5400,15.354,47.181,6
862,1208.5,77.602,1.073,24.8,83,88.833,110.625,-3.75,5400,15.354,47.181,6
862.1,1212,77.602,1.073,24.8,83,88.83,110.625,-3.9,5400,15.354,47.181,6
862.2,1222,77.602,1.073,24.8,83,88.821,110.625,-3.75,5400,15.354,47.181,6
